Sample,EMPO3,Genome,PRK00290
550.L6S152.s.6.sequence,Animal secretion,GCF_000162475.2,0.6314845065579395
2229.S2.T22.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0069791038946312
1056.Myr.tri.Seat.20.04K11,Animal distal gut,GCF_900447295.1,1.3664301952459408
2229.S2.T13.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.0140474100087795
2229.W1.T23.ES1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.027610251629131
1521.Sample259.s.7.1.sequences,Animal secretion,GCF_901873715.1,0.996127101591746
1883.2011.527.Crump.Artic.LTREB.main.lane4.NoIndex,Sediment (saline),GCF_001652725.1,1.0140931268071378
2192.H05b.Front.Door.Knob.2669.lane5.NoIndex.L005,Surface (non-saline),GCF_902386495.1,0.9988189548366764
804.3651.1123A,Surface (saline),GCF_011813015.1,0.9537144026795024
963.Iguana.39.053110.BCO.vial.191,Animal distal gut,GCF_910576055.1,0.8816908104914027
1702.DCS1,Soil (non-saline),GCF_009394435.1,1.1172714334317186
1036.B.Ac.14.1.s.4.1.sequences,Soil (non-saline),GCF_009394175.1,1.348608635619519
1235.sp1590,Water (saline),GCF_900143245.1,1.1096839346272196
2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_015352455.1,1.1648993874136306
1748.5.15.12.FI.17.V,Animal surface,GCF_017908035.1,0.6894272218867041
550.L1S81.s.1.sequence,Animal distal gut,GCF_018408705.1,0.4461173863357923
2229.W1.N11.ES4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0832921945437195
1734.LD.NBS1051E,Animal distal gut,GCF_902386495.1,0.2645666971682616
1526.HCanyon7R1,Soil (non-saline),GCF_004127855.1,1.1491920939508662
846.Fagna24102011Soil4A3,Soil (non-saline),GCF_009394435.1,1.1838624024752529
1453.54167SDZ1.B1.Tfran.feces,Animal proximal gut,GCF_016899585.1,0.8793503373954402
958.O.16,Animal secretion,GCF_000162475.2,0.9283368614089874
1043.Tabonuco.26C.Control.TP1.02,Soil (non-saline),GCF_009394435.1,1.806880009164214
1665.CCS2012.002,Animal surface,GCF_900138975.1,1.0011775883615008
1622.UPSub.5.6,Sediment (non-saline),GCF_004127685.1,1.435562030291058
2229.S2.T1.4.FP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_012396465.1,1.028984177385587
2229.W2.N23.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.03050294968215
1453.45300SDZ3.G1.Pnem.ileum,Animal proximal gut,GCF_910664865.1,0.9910404807634297
1642.MS00541,Plant rhizosphere,GCF_009394435.1,1.1070085433544352
2338.0623.3.I,Animal distal gut,GCF_902386405.1,0.9368077592912556
2192.H05b.Kitchen.Light.Switch.2547.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,0.8557816594101683
940.CR.28.Gill,Animal surface,GCF_004766355.1,0.9938640771151988
2300.BB.08.lavage20,Animal distal gut,GCF_902386405.1,0.4153119796549412
1721.B9B,Soil (non-saline),GCF_009394435.1,1.0645804865561392
1453.45796SDZ4.H5.Pnem.feces,Animal proximal gut,GCF_018913885.1,0.8378863726349267
1883.2008.109.Crump.Artic.LTREB.main.lane2.NoIndex,Surface (non-saline),GCF_012927405.1,1.0265731452249225
722.M31Plmr.3.s.3.1.sequence,Animal surface,GCF_900447295.1,0.992018589044881
2229.W2.T11.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0102553105605732
1665.CCS2009.098,Animal surface,GCF_900142565.1,0.9996682346975612
1694.St2F7.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_902386495.1,0.2145935651999599
1747.DZF.5302012.RJ.flick,Animal secretion,GCF_003012815.1,0.9525853681852569
1242.ME13Aug01EB2R3,Water (non-saline),GCF_015999335.1,1.1235216683340616
2338.0701.3.E,Animal distal gut,GCF_904820335.1,1.0006270372489987
1622.UPMain.96.97,Sediment (non-saline),GCF_004127685.1,0.7159608403320117
1774.397.Oral.Puer,Animal secretion,GCF_000162475.2,0.996780752152847
1288.SSB02jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,Water (non-saline),GCF_902374445.1,0.9973982960931286
1453.54379SDZ1.G6.Tcris.stom,Animal proximal gut,GCF_910664865.1,1.0813826395654569
933.N.3.3.H.E.3,Plant surface,GCF_014651675.1,1.0360604803439812
2229.S2.N23.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.4980378725361465
550.L6S275.s.6.sequence,Animal secretion,GCF_003999875.1,0.754507365339012
1773.Thraupis.gauco1.ugi,Animal proximal gut,GCF_014651675.1,0.922595010371358
1694.St1B2.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_900107175.1,0.0617210839266701
2192.H06b.Nose.3252.lane6.NoIndex.L006,Animal secretion,GCF_900455935.1,0.8742832404404131
1774.33Fecal23.10.09,Animal distal gut,GCF_910664865.1,1.0359897794029511
1883.2011.542.Crump.Artic.LTREB.main.lane3.NoIndex,Sediment (saline),GCF_900143245.1,1.0556608695446497
1665.IFAW12.105Dd,Animal surface,GCF_001889045.1,1.028455971330689
958.N.10,Animal secretion,GCF_000524295.1,0.902898266873778
1035.UQ040,Soil (non-saline),GCF_900143245.1,1.0146776859445923
1222.B5.5.13.06,Water (saline),GCF_000257665.1,1.0053854449597432
925.SI5x,Surface (non-saline),GCF_004685085.1,1.0193231191401784
2229.S2.T21.PS4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0069867377570456
1240.2209T,Water (saline),GCF_002250215.1,1.005010537698345
1235.sp1944,Water (saline),GCF_000257665.1,0.9942389788061432
807.W.F.11.b,Sediment (non-saline),GCF_009394435.1,1.2176748090635303
1642.MS00478,Plant rhizosphere,GCF_009394435.1,0.9966249351207102
1242.ME11Apr05EB2R2,Water (non-saline),GCF_900143245.1,0.9758484008260144
1235.sp1380,Water (saline),GCF_018128505.1,0.995848571258992
933.N.2.3.H.P.5,Plant surface,GCF_014651675.1,1.052871527562921
804.LS11.70a,Surface (saline),GCF_015999335.1,1.0271734281557143
1235.sp1565,Water (saline),GCF_900143245.1,1.103097586388878
933.N.3.1.S.E.1,Plant surface,GCF_003850145.1,1.0225614309667754
1240.2610TCDNA,Water (saline),GCF_003576315.1,1.0360766953198917
1774.116.Vagi.Puer,Animal secretion,GCF_902374445.1,0.999749373433584
925.IF5x,Surface (non-saline),GCF_018304805.1,1.003453237410072
945.P9.F9.lane3.NoIndex.L003,Water (non-saline),GCF_902386495.1,1.2526032624221657
910.AcrTA3,Animal corpus,GCF_905397375.1,0.9685705590772736
1197.SE.20101018.GY.D012S.BC.394.a,Sediment (saline),GCF_011813015.1,1.1534501570616846
2229.W2.T22.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.1416680484165147
1578.O3.high.16to0.2,Soil (non-saline),GCF_009394435.1,1.08508259097245
940.CR.22.Ventral,Animal surface,GCF_902386495.1,0.9882202161705071
933.T.1.1.S.E.4,Plant surface,GCF_014651675.1,1.0103528599775689
722.NP2.5.s.6.1.sequence,Water (saline),GCF_900163565.1,1.0365089009723891
1747.DZF.6272012.KK.feces,Animal distal gut,GCF_014489595.1,1.1328036889705873
678.OA.mesocosm.367,Sediment (saline),GCF_900116175.1,0.9996591764302192
1579.M.1.0,Soil (non-saline),GCF_009394435.1,1.338782599485234
2229.S1.N23.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_017368475.1,1.0039156803862683
1521.MZ.31b.s.8.1.sequences,Aerosol (non-saline),GCF_910664865.1,0.8288814721091016
940.GH.04.Ventral,Animal surface,GCF_013201935.1,0.9960062695526852
2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_015352455.1,1.1006182766911228
678.seasonal.insitu.sample.578,Sediment (saline),GCF_016629505.1,1.164398193449988
1521.29.W.s.6.1.sequences,Water (non-saline),GCF_003012815.1,0.8590927079030115
2229.S1.T22.ES3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0135352022251876
1642.MS00512,Plant rhizosphere,GCF_009394435.1,0.885076437083523
1481.PO1.2.T8,Animal distal gut,GCF_018913925.1,0.7207480955668422
945.P5.C8.lane2.NoIndex.L002,Water (non-saline),GCF_001889545.1,0.9714882190728128
2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.138263156372769
550.L4S98.s.4.sequence,Animal surface,GCF_900142775.1,1.4720277440972085
1622.UPMain.122.123A,Sediment (non-saline),GCF_002977865.1,0.7375419985210605
1774.12Oral23.10.09,Animal secretion,GCF_000162475.2,0.960667951110078
1453.44923SDZ3.B8.Pnem.stom,Animal proximal gut,GCF_905367745.1,0.5981575886255115
2192.H07a.Nose.3684.lane6.NoIndex.L006,Animal secretion,GCF_910575295.1,0.3793287203811518
1064.H.CV91,Animal corpus,GCF_016100875.1,0.9990974082723248
1453.44923SDZ2.H8.Pnem.colon,Animal proximal gut,GCF_018913885.1,0.8564636237444981
1521.231.4.s.7.1.sequences,Water (non-saline),GCF_017795885.1,1.0312121608531124
2192.H01a.Hand.55.lane1.NoIndex.L001,Animal surface,GCF_902386495.1,0.9989993395641124
807.BG.S.12.b,Sediment (non-saline),GCF_009394435.1,1.2169027571743545
905.PLO6.t2.ANOX.0to1cm.1,Sediment (saline),GCF_011813015.1,1.0234287034897105
2338.0702.1.M,Animal distal gut,GCF_900460115.1,0.9870892958350812
804.Julie.5,Surface (saline),GCF_002978655.1,1.0668233883044158
723.C10.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,Water (saline),GCF_900143245.1,0.9227173768881684
1711.KAJ1.1,Soil (non-saline),GCF_015352455.1,1.183644617039543
1773.Turdus.oliv2.ugi,Animal proximal gut,GCF_018228725.1,1.0594359828198414
1235.sp1012,Water (saline),GCF_000257665.1,1.0025312566460236
1711.KFM2.3,Soil (non-saline),GCF_015352455.1,1.2517489307403509
1041.M028.50,Water (non-saline),GCF_004127515.1,0.8782754116058287
2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences,Plant rhizosphere,GCF_009394435.1,1.2130913766828058
1883.2010.313A.Crump.Artic.LTREB.main.lane3.NoIndex,Sediment (non-saline),GCF_004339725.1,1.129552431576777
940.RD.09.Oral,Animal surface,GCF_016595465.1,1.088959518810379
2229.S2.N21.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_016798225.1,1.0335085495908352
804.3867.1228.5,Surface (saline),GCF_011813015.1,0.7871383672157639
925.SE2z,Surface (non-saline),GCF_018304805.1,1.4638349670062143
2229.W1.N11.ES5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.106130401016136
1064.H.CV324,Animal corpus,GCF_016100925.1,1.004366368805849
1622.UPSub.26.27,Sediment (non-saline),GCF_004127685.1,1.2965936330233756
1235.sp1536,Water (saline),GCF_000257665.1,0.9956938447884548
1521.SPL.Sp.21.s.8.1.sequences,Aerosol (non-saline),GCF_006496635.1,1.0936293758984523
1198.SWE04.KBA1.4.5,Sediment (saline),GCF_900143245.1,1.0894668096326685
2192.H07b.Nose.4137.lane1.NoIndex.L001,Animal secretion,GCF_900447295.1,0.9951781465659773
550.L6S207.s.6.sequence,Animal secretion,GCF_000162475.2,0.6033038212852151
678.OA.mesocosm.437,Sediment (saline),GCF_003258705.1,1.088566660428544
1694.St5D5.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_902386495.1,1.0589294360160708
2192.H07a.Kitchen.Counter.3625.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,0.9769981684563718
2192.H06b.Bathroom.Door.Knob.3222.lane2.NoIndex.L002,Surface (non-saline),GCF_000162475.2,0.840970698633557
1632.E5B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_902386495.1,1.1122008425015817
933.N.2.1.H.E.2,Plant surface,GCF_003013815.1,0.999563092506787
2229.S2.T13.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0066800702851468
925.SB2y,Surface (non-saline),GCF_018304805.1,1.4187481633852486
933.W.1.3.S.E.5,Plant surface,GCF_900114125.1,1.0051796087285838
1621.G8839,Animal distal gut,GCF_003111625.1,0.945089274469438
910.CuracaoTurf6B,Animal corpus,GCF_002216855.1,1.5914329978276989
1453.44923SDZ3.B3.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.1768842510613691
662.M38,Surface (saline),GCF_003258705.1,1.0344172069465538
1694.St2B6.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_910575295.1,1.023611484890002
550.L2S344.s.2.sequence,Animal surface,GCF_000162475.2,1.0014577660513468
2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.143447479773038
2229.W2.N13.EH2*.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,0.9973520163292326
2229.W2.N3.5.SP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_900184815.1,1.0944716274764
1642.MS00328,Water (non-saline),GCF_015999335.1,0.9946252305658334
2192.H02a.Nose.873.lane6.NoIndex.L006,Animal secretion,GCF_015352455.1,1.044209253837762
2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_015352455.1,1.0296210654786735
2229.S1.T1.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.348223561188448
1665.flipper.tag.33,Animal surface,GCF_900142565.1,0.987158268588106
722.SV1.7.s.8.1.sequence,Soil (non-saline),GCF_014876705.1,1.0882552388483795
550.L6S80.s.6.sequence,Animal secretion,GCF_017565785.1,0.6332391480535686
963.Iguana.19.052510.LAB.vial.91,Animal distal gut,GCF_005280295.1,0.9008223732378065
678.OA.mesocosm.366,Sediment (saline),GCF_003258705.1,1.2387915122373063
1481.NA.02.T8,Animal distal gut,GCF_902388185.1,1.029008329224395
1883.2009.309.Crump.Artic.LTREB.main.lane3.NoIndex,Surface (non-saline),GCF_012927405.1,0.9990120862145414
1521.332.1.1.s.7.1.sequences,Water (non-saline),GCF_900104525.1,1.0170021978825552
1717.KBC4.experimental.plot,Soil (non-saline),GCF_004834005.1,1.3953608449483466
910.AcrTA2,Animal corpus,GCF_905397375.1,1.1398820091688109
2229.S2.N22.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0279715995045815
933.T.1.1.S.E.5,Plant surface,GCF_014651675.1,1.0238331678252235
958.O.11,Animal secretion,GCF_000162475.2,0.8892529175049161
2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.046151145349533
2229.S1.T12.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0196936542669586
1665.CCS2012.005,Animal surface,GCF_900109955.1,1.0006650343097243
1673.MBS1.1,Sediment (saline),GCF_910664865.1,1.0272954026792622
2192.H07b.Nose.4044.lane1.NoIndex.L001,Animal secretion,GCF_900455935.1,1.0692714261131513
1521.Aphid28.s.7.1.sequences,Animal secretion,GCF_905397375.1,1.0000000000000002
1642.MS00546,Plant rhizosphere,GCF_009394435.1,0.778333363585049
2192.H03a.Nose.1257.lane6.NoIndex.L006,Animal secretion,GCF_900107175.1,1.0191477003406837
1747.DZF.6272012.KK.log,Plant corpus,GCF_014876705.1,1.0681940996666075
1235.sp0381,Water (saline),GCF_000257665.1,0.9953349372140878
925.IO5z,Surface (non-saline),GCF_018304805.1,1.1882499406266915
1774.35BI23.10.09,Animal surface,GCF_017355835.1,1.0050838286678998
1632.E4A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_902386495.1,0.6746291968483186
1883.2008.33.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_009394435.1,1.1765049354305683
1717.5.low.fertilizer,Soil (non-saline),GCF_002094495.1,1.3216571388735423
1747.slasher.32.101112,Animal surface,GCF_900182595.1,0.97925426105898
933.T.1.3.H.E.1,Plant surface,GCF_003013815.1,1.002054794520548
1521.Sample83.s.7.1.sequences,Animal secretion,GCF_015627215.1,1.9282684149633629
1197.SE.20101017.GY.D042S.BC.350,Sediment (saline),GCF_011813015.1,1.083805044337855
1039.P.Abraao.SB,Water (saline),GCF_002943565.1,0.984876387309174
1748.5.15.12.FI.16.D,Animal surface,GCF_910664865.1,0.8582629610269257
1622.UPSub.19.20,Sediment (non-saline),GCF_004127685.1,1.3233764583290255
2229.W1.T12.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_900239455.1,1.0042613389300852
940.CR.35.Oral,Animal surface,GCF_902386495.1,1.0247008141485947
1521.Abi.I.s.6.1.sequences,Soil (non-saline),GCF_003012815.1,0.9946832254765192
933.N.3.3.H.E.4,Plant surface,GCF_014651675.1,1.010829099772449
1774.L556.Skin.Puer,Animal surface,GCF_014490725.1,0.6706595576380117
1622.UPMain.107.108A,Sediment (non-saline),GCF_002977865.1,0.4382024045152662
945.P14.D10.lane3.NoIndex.L003,Water (non-saline),GCF_014876705.1,1.09543606006362
1883.2008.088.Crump.Artic.LTREB.main.lane2.NoIndex,Soil (non-saline),GCF_004339725.1,1.1415690973584776
1521.83.W.s.6.1.sequences,Water (non-saline),GCF_003012815.1,1.080411809820272
2382.SH008.C6.HA.5.749.leav.9.12.lane8.NoIndex.L008.sequences,Plant corpus,GCF_902813065.1,1.9988004798080767
2338.0623.4.M,Animal distal gut,GCF_910664865.1,1.0086553380125598
2080.S71D2500,Water (saline),GCF_014764305.1,0.6748821808668699
1883.2011.303.Crump.Artic.LTREB.main.lane4.NoIndex,Water (non-saline),GCF_012927405.1,1.0126936366044794
945.P11.F9.lane3.NoIndex.L003,Water (non-saline),GCF_002978055.1,0.9867972432006308
940.F.02,Animal distal gut,GCF_905071805.1,1.0
1453.46834SDZ4.A7.Pnem.cecum,Animal proximal gut,GCF_016899585.1,0.9544095271104552
638.RMK.ENR.21.1,Water (non-saline),GCF_000379805.1,1.023657997211966
1453.46834SDZ4.C6.Pnem.stom,Animal proximal gut,GCF_018913885.1,0.9791540065223924
1711.KAJ8.3,Soil (non-saline),GCF_009394435.1,1.2432947820053135
804.3862.1325,Surface (saline),GCF_905367745.1,1.013899407464314
804.3867.1228.2,Surface (saline),GCF_011813015.1,1.0033360714927375
1240.1409B,Water (saline),GCF_002250215.1,1.0205481054970644
1288.CBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,Water (non-saline),GCF_016522075.1,1.000102804855355
1034.ZKE4,Soil (non-saline),GCF_009394435.1,1.0450348988762914
2229.S2.T11.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.210026011542321
678.OA.mesocosm.430,Sediment (saline),GCF_900116175.1,1.0561721752866635
1694.St2E5.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_004127855.1,1.025818317122518
1039.L.Vermelha.SB,Sediment (saline),GCF_900116175.1,1.1832031513951753
550.L6S282.s.6.sequence,Animal secretion,GCF_017565785.1,0.5282839237620719
2192.H05b.Kitchen.Counter.2593.lane5.NoIndex.L005,Surface (non-saline),GCF_902388185.1,1.008734917463866
550.L6S141.s.6.sequence,Animal secretion,GCF_017565785.1,0.8022979115981472
2229.MT.L.B.HE.UpL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014196805.1,1.0910745471699377
1747.DZF.6132012.TJ.shelf,Surface (non-saline),GCF_009394435.1,0.9071672376960902
1622.UPMain.101.102B,Sediment (non-saline),GCF_016522075.1,0.972491750857172
2192.H01a.Kitchen.Floor.314.lane2.NoIndex.L002,Surface (non-saline),GCF_900143245.1,0.9491139863315908
1883.2009.169.Crump.Artic.LTREB.main.lane3.NoIndex,Water (non-saline),GCF_009394435.1,0.9448649108814952
722.NP5.1.s.1.1.sequence,Water (saline),GCF_905397375.1,1.0790192601623196
1665.IFAW11.263Ba,Animal surface,GCF_009689005.1,0.9878487675684048
933.N.2.1.H.E.5,Plant surface,GCF_003013815.1,1.0374241402562372
933.W.1.3.S.E.2,Plant surface,GCF_015330165.1,1.0
1883.2011.524.Crump.Artic.LTREB.main.lane4.NoIndex,Sediment (saline),GCF_004766405.1,1.0943511287158938
638.RMK.ENR.26.2,Water (non-saline),GCF_900143245.1,1.4220705980638475
2192.H04a.Front.Door.Knob.2093.lane2.NoIndex.L002,Surface (non-saline),GCF_014876705.1,0.8626624877218766
1694.St5C6.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_900455935.1,0.996252600089982
2192.H06b.Nose.3321.lane6.NoIndex.L006,Animal secretion,GCF_900143245.1,1.3770475751884048
1453.45560SDZ2.B5.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.9644864373677908
550.L2S72.s.2.sequence,Animal distal gut,GCF_018913925.1,0.3966257737847441
1665.flipper.tag.34,Animal surface,GCF_900142565.1,1.0288267942175966
2229.W2.T1.5.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0017958276929362
2300.BB.4021.colon,Animal distal gut,GCF_902386405.1,0.2834411615602206
2229.W2.N13.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0131399587063588
2192.H05b.Kitchen.Floor.2522.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,0.8230214281441327
2338.0702.6.I,Animal distal gut,GCF_902497845.1,0.9995418410897636
1521.EB048.s.6.1.sequences,Soil (non-saline),GCF_009394435.1,1.5413807869339533
1288.MAH09July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,Water (non-saline),GCF_004127515.1,1.085449313851398
1521.19.W.s.6.1.sequences,Water (non-saline),GCF_015999335.1,1.0744193897728622
2192.H05b.Kitchen.Floor.2906.lane1.NoIndex.L001,Surface (non-saline),GCF_900455935.1,1.0007209017630303
1622.UPSub.9.10,Sediment (non-saline),GCF_004127685.1,1.3505988991397648
1222.B4.5.8.06,Water (saline),GCF_001485105.1,0.917207064493636
2229.W1.N3.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.1171078774197216
1883.2008.42.Crump.Artic.LTREB.main.lane2.NoIndex,Surface (non-saline),GCF_012927405.1,1.0644231447984502
925.IC2x,Surface (non-saline),GCF_002760475.1,1.7801386714381568
1453.54374SDZ1.E5.Tcris.stom,Animal proximal gut,GCF_018916685.1,0.988336765455456
1883.2010.273.Crump.Artic.LTREB.main.lane3.NoIndex,Water (non-saline),GCF_004358105.1,0.9848992955725484
1642.MS00515,Plant rhizosphere,GCF_009394435.1,1.0861000978021609
940.RD.39.Ventral,Animal surface,GCF_015767245.1,1.1143107331059745
550.L6S62.s.6.sequence,Animal secretion,GCF_017565785.1,0.6283483274724468
1774.28Fecal22.10.09,Animal distal gut,GCF_910664865.1,0.8816025620271992
1773.Turdus.oliv1.lgi,Animal distal gut,GCF_910664865.1,0.9306601777473444
550.L2S157.s.2.sequence,Animal surface,GCF_000162475.2,0.9793069738862048
1747.DZF.612012.RJ.front.rock.ledge,Surface (non-saline),GCF_009394435.1,0.9499958244252844
1734.LD.NBS1067E,Animal distal gut,GCF_910664865.1,0.0983361339640418
804.Julie.2,Surface (saline),GCF_014876705.1,0.985212378347144
807.B.F.11.a,Sediment (non-saline),GCF_009394435.1,1.0659228512005858
1696.VH0016B,Animal distal gut,GCF_902143525.1,0.969628412533162
1521.227.2.s.7.1.sequences,Water (non-saline),GCF_002094495.1,1.005506194694033
1883.2003.111.Crump.Artic.LTREB.main.lane1.NoIndex,Water (non-saline),GCF_900163565.1,0.972498442472589
1043.Start.Hopland.20C.T0.04,Soil (non-saline),GCF_002978655.1,1.0365856264715136
2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0695697852836183
678.seasonal.insitu.sample.499,Sediment (saline),GCF_011813015.1,1.0474983052963207
1235.sp1015,Water (saline),GCF_000257665.1,1.047256898184838
1736.Y43b.0811,Animal distal gut,GCF_902387565.1,1.0188994677911447
2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_002094495.1,1.0842163029888352
1064.G.CV288,Animal corpus,GCF_016100925.1,0.996236646163807
2229.W1.T11.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_910664865.1,1.0318207510938393
1748.5.15.12.FI.25.V,Animal surface,GCF_905397375.1,0.6041781478381933
1240.0710TCDNA,Water (saline),GCF_002250215.1,1.0972788500534505
1883.2011.097.Crump.Artic.LTREB.main.lane3.NoIndex,Water (non-saline),GCF_009394435.1,1.019645678106792
894.YY1086.lane5.NoIndex.L005,Animal distal gut,GCF_014876705.1,0.9472131278200432
1197.SE.20101017.GY.D038SW.BC.331.a,Sediment (saline),GCF_011813015.1,1.0088507407792815
940.RD.32.Ventral,Animal surface,GCF_015767245.1,1.006785995770202
2192.H05b.Kitchen.Floor.2834.lane1.NoIndex.L001,Surface (non-saline),GCF_900455935.1,0.9340717423144796
945.P14.B11.lane3.NoIndex.L003,Water (non-saline),GCF_014876705.1,1.1848321688975716
1721.S18M,Soil (non-saline),GCF_002978655.1,1.1833015732672976
1453.48000SDZ4.A1.Cang.stom,Animal proximal gut,GCF_016899585.1,1.0056500938537092
1748.6.15.12.I.5.V,Animal surface,GCF_910664865.1,0.941436281111464
1622.UPSub.2.3,Sediment (non-saline),GCF_001557375.1,1.3640965295454062
894.SL826.lane3.NoIndex.L003,Animal distal gut,GCF_016899585.1,0.6252328038086551
2080.S63D435,Water (saline),GCF_014764305.1,0.9195251001680692
1642.MS00244,Soil (non-saline),GCF_009394435.1,1.4196519583170024
1056.Myr.tri.Seat.25.04I12,Animal distal gut,GCF_900447295.1,0.8184352379943183
1883.2009.1.Crump.Artic.LTREB.main.lane3.NoIndex,Water (non-saline),GCF_002259525.1,0.9583333310658504
2192.H01a.Nose.57.lane6.NoIndex.L006,Animal secretion,GCF_015352455.1,1.0781530190572146
2229.S2.T13.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.0199262164154244
2229.S2.T22.ES2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0620489449422237
722.M31Fcsw.1.s.1.1.sequence,Animal distal gut,GCF_018913925.1,0.7327806655364247
1622.UPSub.82.83,Sediment (non-saline),GCF_002977865.1,0.4782928587259615
1056.Cho.did.SanDi.1,Animal distal gut,GCF_016899585.1,0.6839888599819726
1665.CCS2012.004,Animal surface,GCF_910591645.1,0.998994149301772
1222.B5.5.12.06,Water (saline),GCF_000257665.1,1.022580110374309
958.O.10,Animal secretion,GCF_011058205.1,0.9858122352710184
1235.sp0380,Water (saline),GCF_000257665.1,1.0008502645436173
