Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
662.M4,0.90378690445126,48.38,-124.73,Free-living,Saline,Surface (saline)
933.N.1.2.H.E.4,1.0011939407506902,-34.01925,151.2315,Host-associated,Plant,Plant surface
1665.flipper.tag.47,0.9974209187448472,44.10369,-69.10893,Host-associated,Animal,Animal surface
755.INB.12.07.11.lane1.NoIndex.L001,1.0112707724011631,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
550.L6S186.s.6.sequence,0.7743850893545619,40.015,-105.271,Host-associated,Animal,Animal secretion
1578.O3.low.16to0.2,1.101854016535521,71.253,-156.539,Free-living,Non-saline,Soil (non-saline)
1774.L583.Areo.Puer,0.9227347450864184,18.47,-66.11,Host-associated,Animal,Animal surface
963.Iguana.178.052911.LAB.vial.813,1.028739397483602,9.165,-79.836,Host-associated,Animal,Animal distal gut
1773.Zono.capensis1.lgi,1.014193607080171,8.878333,70.491111,Host-associated,Animal,Animal distal gut
1621.K8876,1.027189857761463,42.444,-76.502,Host-associated,Animal,Animal distal gut
2338.0701.1.E,0.9984579994438686,9.75,-83.75,Host-associated,Animal,Animal distal gut
2192.H04a.Front.Door.Knob.1829.lane5.NoIndex.L005,0.9692441111064198,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1748.BALNK8,0.8693305285916444,40.01,-105.271,Host-associated,Animal,Animal secretion
1064.W.CV126,1.0018742374117915,18.22,-65.99,Host-associated,Animal,Animal corpus
1642.MS00566,0.785858193281955,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1197.SE.20101011.GY.D064S.BC.245,1.0294141311582483,27.528031,-90.568792,Free-living,Saline,Sediment (saline)
945.P10.G6.lane3.NoIndex.L003,1.1264015010683397,53.333,13.433,Free-living,Non-saline,Water (non-saline)
1453.45300SDZ3.F5.Pnem.colon,0.9866192750353326,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1043.Hopland.20C.Wood.TP1.02,1.0797852087862287,38.99,-123.07,Free-living,Non-saline,Soil (non-saline)
945.P1.A2.lane2.NoIndex.L002,0.9836411086612232,53.167,13.033,Free-living,Non-saline,Water (non-saline)
2382.SH008.C6.HA.3.537.rhizo.4.12.lane7.NoIndex.L007.sequences,1.1595738344587216,41.01441,-72.52852,Host-associated,Plant,Plant rhizosphere
1453.48000SDZ3.H7.Cang.jeju,0.9476630513309712,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1521.86.W.s.6.1.sequences,1.010619742242347,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
1774.118.Skin.Puer,0.9721972013037666,18.47,-66.11,Host-associated,Animal,Animal surface
2300.BB.2149.lavageRNA,0.6857319396688211,46.04625,-94.456,Host-associated,Animal,Animal distal gut
2192.H05b.Nose.2628.lane5.NoIndex.L005,0.9948412118714562,41.88,-87.63,Host-associated,Animal,Animal secretion
910.AcrLT2,1.2761488088682615,17.47185,-149.84559,Host-associated,Animal,Animal corpus
1642.MS00383,1.3472350447509294,35.117,138.937,Host-associated,Plant,Plant rhizosphere
723.C8.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,0.8246224688180045,78.712,-104.878,Free-living,Saline,Water (saline)
1288.TBH19June08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.02027903363545,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
2382.SH008.C6.HA.1.528.root.4.12.lane7.NoIndex.L007.sequences,1.1275824416222506,41.01441,-72.52852,Host-associated,Plant,Plant rhizosphere
2192.H01a.Nose.330.lane6.NoIndex.L006,1.0562581493080372,41.88,-87.63,Host-associated,Animal,Animal secretion
1521.Sample294.s.7.1.sequences,0.8025436342779131,19.9,-155.58,Host-associated,Animal,Animal secretion
945.P12.H6.lane5.NoIndex.L005,0.9305716660095112,53.333,13.467,Free-living,Non-saline,Water (non-saline)
905.Alsback.0.25to0.5cm,1.0003339722130398,58.322,11.534,Free-living,Saline,Sediment (saline)
1579.M.3.0,1.2505081171287105,20.123,-155.764,Free-living,Non-saline,Soil (non-saline)
933.W.2.2.H.E.1,0.8999131355997453,-34.26785,115.01125,Host-associated,Plant,Plant surface
722.LMEpi24M.5.s.6.1.sequence,1.6419261772716711,46.73,-94.686,Free-living,Non-saline,Water (non-saline)
1288.TBH02Feb08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.016611990825024,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1748.4.24.12.FR.2.D,0.687917784227027,40.01,-105.271,Host-associated,Animal,Animal surface
678.T.RFLP.Sample.730,1.1584681801700374,50.338,-4.148,Free-living,Saline,Sediment (saline)
1747.200197.fecal,0.7533520535652155,30.47,-81.67,Host-associated,Animal,Animal distal gut
2192.H02a.Nose.777.lane6.NoIndex.L006,1.0140005767198823,41.88,-87.63,Host-associated,Animal,Animal secretion
1774.249.Oral.Puer,0.9993099383698292,18.47,-66.11,Host-associated,Animal,Animal secretion
2192.H01a.Hand.10.lane1.NoIndex.L001,0.6732732129903375,41.88,-87.63,Host-associated,Animal,Animal surface
2229.S2.N31.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.9953313708959656,-31.768,152.8089,Host-associated,Plant,Plant surface
1235.sp1378,1.0325281204911516,78.933,11.883,Free-living,Saline,Water (saline)
1642.MS00480,0.6122710183320238,35.117,138.937,Host-associated,Plant,Plant rhizosphere
905.SA.Station.7.tF,1.0131577219003003,58.22,11.37,Free-living,Saline,Sediment (saline)
2192.H04a.Hand.1933.lane6.NoIndex.L006,0.9294496780702952,41.88,-87.63,Host-associated,Animal,Animal surface
1521.Mayv.W5.s.8.1.sequences,1.0545245840167772,43.49,-88.55,Free-living,Non-saline,Aerosol (non-saline)
2229.W2.N3.4.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.1772369131838951,-31.5946,152.8433,Host-associated,Plant,Plant surface
1043.Tabonuco.26C.Wood.TP1.04,1.6285955997894703,18.13,-66.93,Free-living,Non-saline,Soil (non-saline)
2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences,1.158253338978792,41.01489,-72.52841,Host-associated,Plant,Plant rhizosphere
1064.W.CV353,0.9995995915834152,18.22,-65.99,Host-associated,Animal,Animal corpus
550.L4S279.s.4.sequence,1.0780974561201773,40.015,-105.271,Host-associated,Animal,Animal surface
2080.S33D2585,0.8914744423808183,16.733,-52.333,Free-living,Saline,Water (saline)
1056.Chl.tru.Mend.1,0.9377017146331248,-32.8,-68.867,Host-associated,Animal,Animal distal gut
1674.McG.P110718Cps2,1.2191425324163871,40.777,-73.975,Free-living,Non-saline,Soil (non-saline)
2382.DPOO1.C1.HA.3.636.bulk.9.12.lane7.NoIndex.L007.sequences,1.1884696245999384,41.02525,-72.46158,Free-living,Non-saline,Soil (non-saline)
1235.sp1034,0.999878221051161,78.933,11.883,Free-living,Saline,Water (saline)
933.W.3.2.S.E.3,1.004441754021216,-30.310467,114.5842,Host-associated,Plant,Plant surface
1622.UPMain.36.37B,1.300616877499112,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1240.0109T,1.0426582267176543,50.15,-4.13,Free-living,Saline,Water (saline)
2192.H01a.Nose.129.lane6.NoIndex.L006,0.9514915898228986,41.88,-87.63,Host-associated,Animal,Animal secretion
804.3871.1241,1.0781541893314386,30.123961,-42.119688,Free-living,Saline,Surface (saline)
1747.DZF.6252012.A.metal.wall,1.0056267909233276,39.74,-104.98,Host-associated,Plant,Plant corpus
1748.5.18.12.R.1.D,0.6414606491123042,40.01,-105.271,Host-associated,Animal,Animal surface
1453.54374SDZ1.F2.Tcris.feces,0.9392665931325416,32.72,-117.16,Host-associated,Animal,Animal proximal gut
2229.W2.N32.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.00677065064901,-31.713,152.8025,Host-associated,Plant,Plant surface
864.OTC.V.4.2009a.lane2.NoIndex,1.0077905257492863,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
2382.DPOO1.C1.HA.3.437.rhizo.4.12.r1.lane7.NoIndex.L007.sequences,1.1218598849145704,41.02534,-72.46171,Host-associated,Plant,Plant rhizosphere
1526.Stillton3R2,1.1226555715255384,37.496,-110.7,Free-living,Non-saline,Soil (non-saline)
722.M11Fcsw.7.s.8.1.sequence,0.575923770652073,40.015,-105.271,Host-associated,Animal,Animal distal gut
2080.S39D5329,0.9056918096566096,20.733,-52.333,Free-living,Saline,Water (saline)
1642.MS00534,0.8044639182779468,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001,0.9610371833909775,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1883.2007.21.Crump.Artic.LTREB.main.lane2.NoIndex,1.0654606205818025,68.601493,-149.579071,Free-living,Non-saline,Surface (non-saline)
1716.McG.PAPrS07,1.1538401346935752,9.11663238,-79.70776783,Free-living,Non-saline,Soil (non-saline)
1521.EB057.s.6.1.sequences,1.2505992600489004,-3.33,36.58,Free-living,Non-saline,Soil (non-saline)
1665.RWB2012DEC18.07,0.5898180363700319,20.8166,-156.92732,Host-associated,Animal,Animal surface
1526.Stillton4R1,1.190935311436774,37.498,-110.7,Free-living,Non-saline,Soil (non-saline)
1748.5.18.12.R.25.V,0.8815914690497578,40.01,-105.271,Host-associated,Animal,Animal surface
2229.S2.N32.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0023194433336,-31.7131,152.8025,Host-associated,Plant,Plant surface
2192.H04a.Dog.Nose.1917.lane6.NoIndex.L006,0.8721985215855251,41.88,-87.63,Host-associated,Animal,Animal secretion
933.BbD,1.0028761676295437,-33.991889,151.231,Host-associated,Plant,Plant surface
940.CR.39.Fecal,1.0948146598404298,39.1,-108.36,Host-associated,Animal,Animal distal gut
1694.St5A9.Pmoss.Jstar.16s.NoIndex.sequences,1.0710258285484462,37.252803,-3.029153,Host-associated,Animal,Animal surface
1622.UPMain.74.75,0.6095972184340739,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
638.RMK.ENR.34.2,1.002326658528773,-77.316,161.405,Free-living,Non-saline,Water (non-saline)
1734.LD.NBS1047C,0.1615516018993031,17.746,-88.065,Host-associated,Animal,Animal distal gut
1883.2011.346.Crump.Artic.LTREB.main.lane4.NoIndex,1.4147274506825762,68.59688333,-149.60125,Free-living,Non-saline,Surface (non-saline)
963.Iguana.147.052011.LAB.vial.728,0.8811183015854007,9.166,-79.837,Host-associated,Animal,Animal distal gut
1240.1305B,1.0184196263534389,50.15,-4.13,Free-living,Saline,Water (saline)
1774.183.Oral.Puer,0.991523163491972,18.47,-66.11,Host-associated,Animal,Animal secretion
722.M11Plmr.4.s.4.1.sequence,0.9624957064206534,40.015,-105.271,Host-associated,Animal,Animal surface
940.CR.01.Ventral,1.058493602880109,39.1,-108.36,Host-associated,Animal,Animal surface
2192.H05b.Nose.2889.lane5.NoIndex.L005,1.0576048605545578,41.88,-87.63,Host-associated,Animal,Animal secretion
1883.2009.268.Crump.Artic.LTREB.main.lane2.NoIndex,0.9383579681249457,68.585839,-149.622223,Free-living,Non-saline,Surface (non-saline)
1748.4.24.12.FR.22.D,0.424296875520528,40.01,-105.271,Host-associated,Animal,Animal surface
1773.Columb.passer4.gizz,1.0364001451071998,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1064.W.CJV223,0.9274721307702068,18.22,-65.99,Host-associated,Animal,Animal corpus
1453.46834SDZ4.B8.Pnem.stom,0.9849998225143236,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1774.324.Inte.Puer,0.4775716948764065,18.47,-66.11,Host-associated,Animal,Animal distal gut
933.T.2.2.S.E.3,1.0130437420372504,-41.86463,148.278567,Host-associated,Plant,Plant surface
1692.Biofilm.B.E1.2.C.2012,1.0624546972342273,71.296,-156.766,Free-living,Non-saline,Soil (non-saline)
1235.sp0731,0.9800708560434288,78.933,11.883,Free-living,Saline,Water (saline)
638.RMK.ENR.33.1,1.1670388342354834,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
1198.SWE03.KBA1.3.5,1.0902704665040346,59.583,18.2,Free-living,Saline,Sediment (saline)
2192.H06b.Nose.3255.lane6.NoIndex.L006,1.0386872595296204,41.88,-87.63,Host-associated,Animal,Animal secretion
2192.H05a.Kitchen.Light.Switch.5002.lane1.NoIndex.L001,0.9908268896492672,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
678.OA.mesocosm.411,1.1809554417745345,50.338,-4.148,Free-living,Saline,Sediment (saline)
2229.W2.T33.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.04475203999359,-41.8693,148.303,Host-associated,Plant,Plant surface
990.KA2U.A.11,1.2930218111245224,41.841111,-88.230357,Free-living,Non-saline,Soil (non-saline)
1064.H.CV302,1.1966304678778037,18.22,-65.99,Host-associated,Animal,Animal corpus
2300.BB.05.anus,0.9392759698429224,47.48615,-93.60536,Host-associated,Animal,Animal distal gut
550.L6S9.s.6.sequence,0.5283035179961142,40.015,-105.271,Host-associated,Animal,Animal secretion
1711.KFM7.1,1.1835476136864729,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
2192.H04a.Front.Door.Knob.1925.lane6.NoIndex.L006,0.915256125689962,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2229.W2.N31.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.003632225139385,-31.768,152.8089,Host-associated,Plant,Plant surface
1622.UPSub.103.104,0.4740209862075157,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1773.Zono.capensis2.gizz,1.3372985811379972,8.878333,70.491111,Host-associated,Animal,Animal proximal gut
1642.MS00481,1.3190203783644825,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H05b.Nose.2724.lane5.NoIndex.L005,1.0076197387518142,41.88,-87.63,Host-associated,Animal,Animal secretion
1622.UPMain.118.119,0.7866724303626673,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1235.sp1379,0.980043895921836,78.933,11.883,Free-living,Saline,Water (saline)
1043.Hopland.20C.BC.TP1.01,1.023160576093881,38.99,-123.07,Free-living,Non-saline,Soil (non-saline)
1197.SE.20100927.GY.NF013.BC.062.a,1.1866364110708034,28.738786,-88.335619,Free-living,Saline,Sediment (saline)
2229.S1.N3.5.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0161063723030608,-31.717,152.7979,Host-associated,Plant,Plant surface
925.ID5y,1.0580657358144057,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1665.D08226,1.0266143633071818,,,Host-associated,Animal,Animal surface
1774.342.Oral.Puer,0.9910152217863524,18.47,-66.11,Host-associated,Animal,Animal secretion
1883.2007.073.Crump.Artic.LTREB.main.lane1.NoIndex,0.9912272522962592,68.6256,-149.59605,Free-living,Non-saline,Surface (non-saline)
1064.H.CJV191,1.0563438744292588,18.22,-65.99,Host-associated,Animal,Animal corpus
2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences,0.9799629147188664,41.06283,-72.45028,Host-associated,Plant,Plant rhizosphere
1621.J8827,1.0229427073266348,42.444,-76.502,Host-associated,Animal,Animal distal gut
2192.H02a.Hand.631.lane2.NoIndex.L002,0.8582941788133945,41.88,-87.63,Host-associated,Animal,Animal surface
990.KA3F.A.12,1.177176422408431,41.840732,-88.230357,Free-living,Non-saline,Soil (non-saline)
1197.SE.20101018.GY.D021S.BC.398.a,1.1327375649590343,28.70304444,-88.36095278,Free-living,Saline,Sediment (saline)
910.AcrLT3,1.6809601579096385,17.47185,-149.84559,Host-associated,Animal,Animal corpus
1774.403.Oral.Puer,0.9902016035529232,18.47,-66.11,Host-associated,Animal,Animal secretion
1748.5.18.12.R.16.D,0.8178076487730866,40.01,-105.271,Host-associated,Animal,Animal surface
2229.S2.N31.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.994914847685296,-31.768,152.8089,Host-associated,Plant,Plant surface
1734.LD.DTS1230,0.0624486049224531,-0.351,-76.058,Host-associated,Animal,Animal distal gut
2192.H05b.Bathroom.Door.Knob.2670.lane5.NoIndex.L005,0.9941329546219372,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
925.IC5z,1.2630693347084614,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
550.L6S305.s.6.sequence,0.9269693754741078,40.015,-105.271,Host-associated,Animal,Animal secretion
1521.92.W.s.6.1.sequences,0.9590608913587986,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
722.LMEpi24M.4.s.4.1.sequence,1.6465194514755526,46.73,-94.686,Free-living,Non-saline,Water (non-saline)
2229.T.L.B.3.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0323327980501305,-33.9656,151.2561,Host-associated,Plant,Plant surface
2192.H03a.Kitchen.Counter.1513.lane5.NoIndex.L005,0.9958411331699604,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2229.W1.N2.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.087342989537493,-35.8052,150.2273,Host-associated,Plant,Plant surface
1642.MS00567,0.8767582871913846,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1521.MZ.15b.s.8.1.sequences,0.264161259440795,50.01,8.23,Free-living,Non-saline,Aerosol (non-saline)
1056.Myr.tri.Seat.19.04L18,0.6656619915206192,-18.121,-52.908,Host-associated,Animal,Animal distal gut
1039.I.Fundao.HB,1.7764828130867676,-23.18,-44.18,Free-living,Saline,Water (saline)
1715.McG.NPRI2,1.3700624804954329,13.26267,-86.236204,Free-living,Non-saline,Soil (non-saline)
1521.Aphid37.s.7.1.sequences,0.9998472354999942,21.44,-158.0,Host-associated,Animal,Animal secretion
1043.Hopland.20C.Wood.TP1.03,1.0699209593670709,38.99,-123.07,Free-living,Non-saline,Soil (non-saline)
2192.H04a.Front.Door.Knob.2045.lane2.NoIndex.L002,0.7690837749461348,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1717.4.high.fertilizer,1.2684881447659202,0.1204,34.518,Free-living,Non-saline,Soil (non-saline)
755.EFA.26.07.11.lane1.NoIndex.L001,1.1373862604372296,55.906,-3.204,Free-living,Non-saline,Water (non-saline)
1773.Chirox.lance3.gizz,1.0619221684255136,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1481.PO4.6.T8,0.94099966764931,40.82,14.36,Host-associated,Animal,Animal distal gut
2382.SH008.C6.HA.3.739.leav.9.12.lane8.NoIndex.L008.sequences,1.9960358439654884,41.01446,-72.5285,Host-associated,Plant,Plant corpus
1774.227.Oral.Puer,0.9752435694623764,18.47,-66.11,Host-associated,Animal,Animal secretion
2182.VHBBC0001,0.9122238717102628,39.72,116.34,Host-associated,Animal,Animal distal gut
1064.W.CV127,1.006455579465109,18.22,-65.99,Host-associated,Animal,Animal corpus
1665.IFAW12.127Dd,1.062457508718617,41.93055,-70.03098,Host-associated,Animal,Animal surface
659.NZFACE.R4.Ryegrass.16.4,1.0734069531174386,-40.017,175.267,Free-living,Non-saline,Soil (non-saline)
2229.W1.T12.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.8453074330996728,-43.5297,146.9567,Host-associated,Plant,Plant surface
925.SH1y,1.4423068956231746,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1521.Chi.1.s.8.1.sequences,1.2063306683741917,41.78,-87.75,Free-living,Non-saline,Aerosol (non-saline)
1748.5.30.12.P.3.V,0.9209601479422036,40.01,-105.271,Host-associated,Animal,Animal surface
940.CR.33.Ventral,1.0347093119477129,39.1,-108.36,Host-associated,Animal,Animal surface
1622.UPMain.89.90,0.8528945574833343,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1240.2105TCDNA,0.9502510025742412,50.15,-4.13,Free-living,Saline,Water (saline)
905.PLO6.t3.OX.0to1cm.3,0.9881711935101516,58.322,11.534,Free-living,Saline,Sediment (saline)
662.M13,0.993837089414658,48.38,-124.73,Free-living,Saline,Surface (saline)
1883.2009.27.Crump.Artic.LTREB.main.lane2.NoIndex,1.0218745978075108,68.59133,-149.611542,Free-living,Non-saline,Sediment (non-saline)
550.L5S207.s.5.sequence,0.9594863698242272,40.015,-105.271,Host-associated,Animal,Animal secretion
1883.2008.289.Crump.Artic.LTREB.main.lane2.NoIndex,1.0389066621123353,68.6256,-149.59605,Free-living,Non-saline,Surface (non-saline)
1235.sp1100,1.0057161943101722,78.933,11.883,Free-living,Saline,Water (saline)
1622.UPSub.94.95,0.6769503433671964,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1734.LD.Ptepar2,0.6786305073943454,17.746,-88.065,Host-associated,Animal,Animal distal gut
1773.Columb.passer8.crop,0.993298260045509,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
2229.W1.N13.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0.9982845856809708,-33.9667,151.257,Host-associated,Plant,Plant surface
1694.St2D12.Pmoss.Jstar.16s.NoIndex.sequences,1.0270688353266446,37.252803,-3.029153,Host-associated,Animal,Animal surface
1674.McG.F110714Jr5H1,1.1398211768728987,40.826,-73.94,Free-living,Non-saline,Soil (non-saline)
1288.NSB29apr08H.R2.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,1.0243829257989243,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
723.C9.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,1.0120206773232248,78.712,-104.878,Free-living,Saline,Water (saline)
2192.H06b.Nose.3279.lane6.NoIndex.L006,1.0349648667838574,41.88,-87.63,Host-associated,Animal,Animal secretion
1041.S008.100,1.0184096699875724,47.606,-86.818,Free-living,Non-saline,Water (non-saline)
722.F11Fcsw.4.s.4.1.sequence,0.8608807497964311,40.015,-105.271,Host-associated,Animal,Animal distal gut
1883.2008.129.Crump.Artic.LTREB.main.lane2.NoIndex,1.054813227711433,68.59688333,-149.60125,Free-living,Non-saline,Surface (non-saline)
2229.W2.T11.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0.9663732523241344,-42.9509,147.3551,Host-associated,Plant,Plant surface
1713.McG.L3B1020,1.136726030716674,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
1521.MZ.59a.s.8.1.sequences,0.9710007079030322,50.01,8.23,Free-living,Non-saline,Aerosol (non-saline)
550.L6S135.s.6.sequence,0.5012992751836927,40.015,-105.271,Host-associated,Animal,Animal secretion
722.TRRsed3.3.s.3.1.sequence,0.9873544608441605,32.551,-117.112,Free-living,Non-saline,Sediment (non-saline)
933.T.2.2.H.E.2,1.0220783770937718,-41.86463,148.278567,Host-associated,Plant,Plant surface
1747.smaug.19404.fecal,0.8793426066148217,30.47,-81.67,Host-associated,Animal,Animal distal gut
2192.H06b.Nose.3180.lane6.NoIndex.L006,1.0027150794411257,41.88,-87.63,Host-associated,Animal,Animal secretion
1197.SE.20101008.GY.ALTFF012.BC.182,1.102173419947731,28.297258,-88.636311,Free-living,Saline,Sediment (saline)
550.L6S58.s.6.sequence,0.6994068023416872,40.015,-105.271,Host-associated,Animal,Animal secretion
1642.MS00400,0.6413342407232566,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H01a.Kitchen.Light.Switch.315.lane2.NoIndex.L002,0.9075042645069208,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2192.H02a.Bedroom.Floor.892.lane2.NoIndex.L002,0.94012181437775,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
894.OR388.lane3.NoIndex.L003,0.9367839891787014,-37.708936,145.785023,Host-associated,Animal,Animal distal gut
1632.E5C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.9908830153626093,37.43306389,-3.103047222,Host-associated,Animal,Animal surface
1774.L587.Oral.Puer,0.9986486012297294,18.47,-66.11,Host-associated,Animal,Animal secretion
2080.S79D5,0.9967466728094272,42.883,-50.883,Free-living,Saline,Water (saline)
722.SLEpi20M.6.s.7.1.sequence,0.9825761894675886,46.009,-89.701,Free-living,Non-saline,Water (non-saline)
1692.Soil.BE.PolygonB.Shallow.Center.7.28.2012,1.0299691852462454,71.296,-156.766,Free-living,Non-saline,Soil (non-saline)
2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences,1.0880505068980455,41.00943,-72.49403,Host-associated,Plant,Plant rhizosphere
1748.6.15.12.I.4.D,0.9533570849562512,40.01,-105.271,Host-associated,Animal,Animal surface
1736.O38.0711,1.0286406743116057,-23.82,31.44,Host-associated,Animal,Animal distal gut
1774.L574.Oral.Puer,0.995481809318576,18.47,-66.11,Host-associated,Animal,Animal secretion
2229.S1.T23.ES3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0084028937117415,-43.1369,147.9699,Host-associated,Plant,Plant surface
1453.44923SDZ3.C4.Pnem.stom,0.3008348575468204,32.72,-117.16,Host-associated,Animal,Animal proximal gut
2382.SH007.C6.RH.2.710.gp.9.12.lane8.NoIndex.L008.sequences,1.9941572137034715,41.0149,-72.52847,Host-associated,Plant,Plant corpus
1235.sp1591,0.996728299644591,78.933,11.883,Free-living,Saline,Water (saline)
550.L4S55.s.4.sequence,0.9855205055201264,40.015,-105.271,Host-associated,Animal,Animal surface
933.W.2.2.S.E.1,1.3097308488612838,-34.26785,115.01125,Host-associated,Plant,Plant surface
550.L6S284.s.6.sequence,0.8329163249399536,40.015,-105.271,Host-associated,Animal,Animal secretion
1521.330.4.s.7.1.sequences,1.0205986606638413,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
945.P13.F3.lane5.NoIndex.L005,0.9595344057105796,53.333,13.467,Free-living,Non-saline,Water (non-saline)
1235.sp1374,0.9948083596973404,78.933,11.883,Free-living,Saline,Water (saline)
1883.2009.31.Crump.Artic.LTREB.main.lane3.NoIndex,0.9929567081531436,68.57366667,-149.5371667,Free-living,Non-saline,Surface (non-saline)
1197.SE.20101010.GY.D062S.BC.233,1.1044152844877704,28.265647,-88.923322,Free-living,Saline,Sediment (saline)
678.OA.mesocosm.393,1.0290419137304647,50.338,-4.148,Free-living,Saline,Sediment (saline)
1747.Teman.72612.saliva2,0.990212033388831,36.822,-75.98,Host-associated,Animal,Animal secretion
925.SH4z,1.004593353147798,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
2192.H05b.Front.Door.Knob.2789.lane6.NoIndex.L006,0.9868615475646952,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1242.ME25May05EB2R2,0.958315142851004,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
2192.H02a.Nose.657.lane6.NoIndex.L006,1.1660028961901356,41.88,-87.63,Host-associated,Animal,Animal secretion
1883.2011.485.Crump.Artic.LTREB.main.lane4.NoIndex,1.1954214110673247,70.1055,-143.5029167,Free-living,Saline,Water (saline)
2229.W1.T23.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0172282304080564,-43.1369,147.9699,Host-associated,Plant,Plant surface
1773.Thraupis.palm1.lgi,1.0792031046432042,11.035278,63.845556,Host-associated,Animal,Animal distal gut
1622.UPMain.24.25,1.3253941763205064,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1774.479.Vagi.Puer,0.982222393142074,18.47,-66.11,Host-associated,Animal,Animal secretion
632.Wetland.soil,1.205003346752639,45.56,-73.13,Free-living,Non-saline,Soil (non-saline)
550.L5S275.s.5.sequence,0.6191912318622823,40.015,-105.271,Host-associated,Animal,Animal secretion
1481.PO5.5.T0,0.8962281329633414,40.81,14.34,Host-associated,Animal,Animal distal gut
1035.UQ888,0.9779925789206244,-78.135,164.131,Free-living,Non-saline,Soil (non-saline)
